City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Andenes,NO,2021-06-03 21:44:41,69.3143,16.1194,58.98,51,0,5.75
274,Akyab,MM,2021-06-03 21:44:41,20.15,92.9,83.95,79,99,8.41
275,Bondo,CD,2021-06-03 21:44:41,3.8146,23.6866,69.12,96,53,2.44
276,Coari,BR,2021-06-03 21:44:42,-4.085,-63.1414,78.48,82,93,2.37
277,Ocampo,MX,2021-06-03 21:44:42,21.65,-101.5,76.28,49,100,2.28
278,Acarau,BR,2021-06-03 21:44:42,-2.8856,-40.12,79.7,74,11,14.92
279,Chiredzi,ZW,2021-06-03 21:44:43,-21.05,31.6667,54.46,64,0,4.63
280,Bacolod,PH,2021-06-03 21:44:43,10.6667,122.95,79.23,89,97,5.66
281,Tautira,PF,2021-06-03 21:44:01,-17.7333,-149.15,84.22,83,54,16.69
282,Guerrero Negro,MX,2021-06-03 21:44:43,27.9769,-114.0611,74.03,49,4,13.06
283,Kango,GA,2021-06-03 21:44:43,0.1943,10.0951,74.91,96,33,1.74
284,Vermillion,US,2021-06-03 21:44:44,42.7794,-96.9292,90.27,36,76,9.53
285,Helong,CN,2021-06-03 21:44:44,42.5397,128.9972,55.67,67,26,7.29
286,Auki,SB,2021-06-03 21:44:44,-8.7676,160.7034,81.03,83,100,3.62
287,Saint George,US,2021-06-03 21:44:39,37.1041,-113.5841,106.27,11,1,5.01
288,Malyye Derbety,RU,2021-06-03 21:44:45,47.9547,44.6808,59.4,83,3,14.07
289,Truth Or Consequences,US,2021-06-03 21:44:45,33.1284,-107.2528,92.91,15,1,5.59
290,Ostersund,SE,2021-06-03 21:44:45,63.1792,14.6357,61.25,44,34,10.36
291,Bardiyah,LY,2021-06-03 21:44:46,31.7561,25.0865,69.03,69,0,5.39
292,Iqaluit,CA,2021-06-03 21:44:46,63.7506,-68.5145,33.53,69,75,11.99
293,Tomatlan,MX,2021-06-03 21:44:46,19.9333,-105.25,85.42,56,100,3.11
294,Havelock,US,2021-06-03 21:44:47,34.8791,-76.9013,78.78,91,75,5.01
295,Sao Filipe,CV,2021-06-03 21:44:09,14.8961,-24.4956,74.41,76,8,7.16
296,Isla Vista,US,2021-06-03 21:44:47,34.4133,-119.861,84.56,61,1,10.36
297,Tiarei,PF,2021-06-03 21:44:47,-17.5333,-149.3333,84.22,82,19,14.23
298,Saint-Jovite,CA,2021-06-03 21:43:54,46.1186,-74.5966,62.82,94,100,1.14
299,Aswan,EG,2021-06-03 21:44:48,24.0934,32.907,86.05,16,75,19.64
300,Mirador,BR,2021-06-03 21:44:48,-6.3708,-44.3631,78.48,62,74,2.26
301,Luau,AO,2021-06-03 21:44:48,-10.7073,22.2247,64.53,45,5,7.85
302,Keti Bandar,PK,2021-06-03 21:44:49,24.1447,67.4497,84.24,77,53,10.85
303,Okhotsk,RU,2021-06-03 21:44:49,59.3833,143.3,42.37,83,1,4.12
304,Nivala,FI,2021-06-03 21:44:49,63.9167,24.9667,57.4,67,100,5.68
305,Kuznechnoye,RU,2021-06-03 21:44:50,61.12,29.8686,57.69,70,6,2.91
306,Lufilufi,WS,2021-06-03 21:44:50,-13.8745,-171.5986,85.78,67,44,10.6
307,Zalantun,CN,2021-06-03 21:44:50,48.0,122.7167,51.06,91,100,3.91
308,Konstantinovka,RU,2021-06-03 21:44:51,49.6167,127.9833,51.26,97,100,7.05
309,Te Anau,NZ,2021-06-03 21:44:51,-45.4167,167.7167,48.11,90,100,5.06
310,Marsh Harbour,BS,2021-06-03 21:44:51,26.5412,-77.0636,79.25,76,47,15.35
311,Waingapu,ID,2021-06-03 21:44:51,-9.6567,120.2641,75.67,89,52,6.51
312,Nanortalik,GL,2021-06-03 21:44:21,60.1432,-45.2371,36.75,86,91,13.42
313,Merauke,ID,2021-06-03 21:43:44,-8.4667,140.3333,78.26,80,76,12.44
314,Casper,US,2021-06-03 21:44:06,42.8666,-106.3131,86.72,15,1,4.0
315,Lasa,IT,2021-06-03 21:44:52,46.6166,10.7002,67.08,95,63,1.16
316,Flin Flon,CA,2021-06-03 21:44:52,54.7682,-101.865,66.04,72,90,7.54
317,Sitka,US,2021-06-03 21:43:17,57.0531,-135.33,49.89,76,90,6.91
318,Ancud,CL,2021-06-03 21:44:53,-41.8697,-73.8203,51.42,90,100,10.6
319,Senneterre,CA,2021-06-03 21:44:53,48.3835,-77.2328,62.82,75,89,6.35
320,Coos Bay,US,2021-06-03 21:44:53,43.3665,-124.2179,87.85,78,75,16.11
321,Sayyan,YE,2021-06-03 21:44:54,15.1718,44.3244,65.01,25,92,4.12
322,Laukaa,RU,2021-06-03 21:44:54,58.7372,29.8453,51.44,85,98,5.06
323,Qinzhou,CN,2021-06-03 21:44:54,21.95,108.6167,74.71,92,100,16.96
324,Santa Cruz,BO,2021-06-03 21:41:06,-17.8,-63.1667,78.85,73,40,6.91
325,Hamilton,US,2021-06-03 21:41:41,39.1834,-84.5333,73.99,88,75,1.01
326,Batagay-Alyta,RU,2021-06-03 21:44:55,67.8006,130.4114,63.5,51,84,5.7
327,Faanui,PF,2021-06-03 21:44:55,-16.4833,-151.75,80.04,78,51,9.42
328,Husavik,IS,2021-06-03 21:44:55,66.0449,-17.3389,48.11,65,100,1.74
329,Sistranda,NO,2021-06-03 21:44:56,63.7256,8.834,60.91,82,7,6.35
330,Zeya,RU,2021-06-03 21:44:56,53.75,127.2667,59.34,63,76,10.54
331,Iroquois Falls,CA,2021-06-03 21:44:56,48.7669,-80.6831,73.54,88,100,9.24
332,Presidencia Roque Saenz Pena,AR,2021-06-03 21:44:57,-26.7852,-60.4388,77.13,65,36,8.14
333,Maniitsoq,GL,2021-06-03 21:44:57,65.4167,-52.9,36.05,70,100,12.33
334,Mumford,GH,2021-06-03 21:44:57,5.2618,-0.759,80.78,85,12,11.1
335,Toguchin,RU,2021-06-03 21:44:58,55.2353,84.3858,49.5,75,79,9.26
336,Nouadhibou,MR,2021-06-03 21:44:58,20.931,-17.0347,71.58,64,71,17.27
337,Nicoya,CR,2021-06-03 21:44:58,10.1483,-85.452,90.95,80,99,2.57
338,Tuatapere,NZ,2021-06-03 21:43:32,-46.1333,167.6833,49.82,84,89,8.05
339,Beauceville,CA,2021-06-03 21:44:59,46.2179,-70.7787,62.8,94,100,4.61
340,Surt,LY,2021-06-03 21:44:59,31.2089,16.5887,70.72,77,50,15.9
341,Rumoi,JP,2021-06-03 21:44:59,43.9344,141.6428,61.29,73,100,20.2
342,La Ronge,CA,2021-06-03 21:44:59,55.1001,-105.2842,75.42,53,75,10.36
343,Yauya,PE,2021-06-03 21:45:00,-8.9833,-77.3,57.78,57,72,7.34
344,Champerico,GT,2021-06-03 21:45:00,14.3,-91.9167,90.14,65,8,6.44
345,Suslonger,RU,2021-06-03 21:45:00,56.3156,48.2531,50.72,62,0,12.01
346,Oranjemund,NA,2021-06-03 21:44:54,-28.55,16.4333,65.88,41,0,8.95
347,Pangoa,PE,2021-06-03 21:45:01,-12.1167,-73.0,70.14,98,100,0.85
348,Cayenne,GF,2021-06-03 21:45:01,4.9333,-52.3333,82.09,83,75,3.0
349,Brewster,US,2021-06-03 21:45:01,41.3973,-73.6171,74.05,87,90,1.01
350,Ambilobe,MG,2021-06-03 21:45:02,-13.2,49.05,68.67,89,24,2.93
351,Verkhnyaya Inta,RU,2021-06-03 21:45:02,65.9811,60.3094,42.28,75,79,14.58
352,Cairns,AU,2021-06-03 21:42:39,-16.9167,145.7667,70.95,100,46,0.0
353,Tromso,NO,2021-06-03 21:45:02,69.6496,18.957,56.37,62,0,4.61
354,Itaituba,BR,2021-06-03 21:45:03,-4.2761,-55.9836,81.12,69,33,3.31
355,Davila,PH,2021-06-03 21:45:04,18.4726,120.5763,78.78,75,79,18.32
356,Kalmunai,LK,2021-06-03 21:45:04,7.4167,81.8167,79.29,85,100,3.0
357,Buraydah,SA,2021-06-03 21:42:53,26.326,43.975,97.25,13,12,9.51
358,Sur,OM,2021-06-03 21:45:04,22.5667,59.5289,91.15,45,0,11.63
359,Shu,KZ,2021-06-03 21:45:05,43.5983,73.7614,70.14,45,78,10.45
360,Pacific Grove,US,2021-06-03 21:45:05,36.6177,-121.9166,91.06,76,1,4.0
361,Roanoke Rapids,US,2021-06-03 21:45:05,36.4615,-77.6542,72.21,91,100,16.06
362,Suntar,RU,2021-06-03 21:45:06,62.1444,117.6319,67.55,50,52,5.28
363,Salalah,OM,2021-06-03 21:42:30,17.0151,54.0924,80.69,83,40,4.61
364,Kununurra,AU,2021-06-03 21:42:49,-15.7667,128.7333,73.38,49,75,5.75
365,Ippy,CF,2021-06-03 21:45:06,6.2679,21.2247,68.68,97,28,5.91
366,Navirai,BR,2021-06-03 21:41:31,-23.065,-54.1906,72.28,64,0,5.35
367,Tucuma,BR,2021-06-03 21:43:13,-0.1833,-50.05,76.53,93,35,6.78
368,Riyadh,SA,2021-06-03 21:40:50,24.6877,46.7219,95.05,13,0,5.75
369,Petropavlovsk-Kamchatskiy,RU,2021-06-03 21:45:06,53.0452,158.6483,55.99,51,17,11.56
370,North Bend,US,2021-06-03 21:45:07,43.4065,-124.2243,77.99,78,75,16.11
371,Coihaique,CL,2021-06-03 21:44:00,-45.5752,-72.0662,43.41,96,92,6.82
372,Shubarshi,KZ,2021-06-03 21:45:07,48.5872,57.1869,67.93,75,81,14.67
373,Mussomeli,IT,2021-06-03 21:45:07,37.5778,13.7513,64.18,75,72,2.77
374,Saint-Pierre,RE,2021-06-03 21:45:08,-21.3393,55.4781,71.24,63,0,3.44
375,Port Blair,IN,2021-06-03 21:45:08,11.6667,92.75,82.74,76,100,3.87
376,Mount Isa,AU,2021-06-03 21:45:09,-20.7333,139.5,56.97,72,36,10.36
377,Nokaneng,BW,2021-06-03 21:45:09,-19.6667,22.2667,52.16,50,0,6.26
378,Whyalla,AU,2021-06-03 21:45:09,-33.0333,137.5833,49.89,100,9,8.05
379,Pelym,RU,2021-06-03 21:45:10,61.0108,61.9978,36.12,62,1,3.91
380,Beranang,MY,2021-06-03 21:45:10,2.8733,101.8697,78.58,89,90,1.95
381,Mangrol,IN,2021-06-03 21:45:10,21.1167,70.1167,82.58,81,64,9.4
382,Ust-Kulom,RU,2021-06-03 21:45:11,61.6864,53.6902,43.18,64,1,3.24
383,Lagoa,PT,2021-06-03 21:45:11,39.05,-27.9833,61.39,70,19,13.47
384,Arauca,CO,2021-06-03 21:45:11,7.0847,-70.7591,78.64,91,91,2.51
385,Plouzane,FR,2021-06-03 21:45:11,48.3833,-4.6167,51.89,78,0,4.45
386,Qasigiannguit,GL,2021-06-03 21:45:12,68.8193,-51.1922,41.25,92,93,5.57
387,Rawson,AR,2021-06-03 21:45:12,-43.3002,-65.1023,47.75,90,100,6.62
388,Atambua,ID,2021-06-03 21:45:12,-9.1061,124.8925,71.33,90,16,4.36
389,Sterling,US,2021-06-03 21:41:09,39.0062,-77.4286,82.27,72,75,4.0
390,Vila,PT,2021-06-03 21:45:13,42.0304,-8.1588,48.74,90,7,4.25
391,Sajanan,TN,2021-06-03 21:45:13,37.0573,9.2426,74.32,70,98,5.37
392,Ordubad,AZ,2021-06-03 21:45:13,38.9059,46.0234,64.49,62,0,4.27
393,Emba,KZ,2021-06-03 21:45:14,48.8264,58.1442,69.24,70,77,6.35
394,Ishigaki,JP,2021-06-03 21:45:14,24.3448,124.1572,82.53,94,75,11.5
395,Kirakira,SB,2021-06-03 21:45:14,-10.4544,161.9205,80.24,87,100,7.58
396,Kangaatsiaq,GL,2021-06-03 21:45:15,68.3065,-53.4641,32.67,98,100,9.44
397,Ilulissat,GL,2021-06-03 21:45:15,69.2167,-51.1,41.02,65,89,4.61
398,Dingle,PH,2021-06-03 21:45:15,10.9995,122.6711,77.11,88,100,2.04
399,Rottingdean,GB,2021-06-03 21:45:16,50.8098,-0.0594,64.02,85,94,1.01
400,Arys,KZ,2021-06-03 21:45:16,42.4252,68.795,75.42,29,0,2.59
401,Preobrazheniye,RU,2021-06-03 21:45:16,42.9019,133.9064,53.28,98,100,4.32
402,Burgeo,CA,2021-06-03 21:45:16,47.6167,-57.6152,54.88,79,75,5.14
403,Dunedin,NZ,2021-06-03 21:44:12,-45.8742,170.5036,48.79,80,100,1.99
404,Saqqez,IR,2021-06-03 21:45:17,36.2499,46.2735,58.8,26,3,5.08
405,Tazovskiy,RU,2021-06-03 21:45:17,67.4667,78.7,31.35,83,56,8.93
406,Coquimbo,CL,2021-06-03 21:45:17,-29.9533,-71.3436,58.73,88,75,1.61
407,Klaksvik,FO,2021-06-03 21:44:41,62.2266,-6.589,49.12,93,85,17.49
408,Bengkulu,ID,2021-06-03 21:45:18,-3.8004,102.2655,76.55,90,91,2.84
409,Alofi,NU,2021-06-03 21:45:18,-19.0595,-169.9187,75.09,100,82,5.75
410,Codrington,AU,2021-06-03 21:45:18,-38.2667,141.9667,51.22,70,64,17.58
411,Zhezkazgan,KZ,2021-06-03 21:45:19,47.8043,67.7144,67.12,65,1,5.75
412,Sweetwater,US,2021-06-03 21:45:19,25.7634,-80.3731,84.97,78,75,10.36
413,Salina,US,2021-06-03 21:42:24,38.8403,-97.6114,84.94,36,1,0.0
414,Porto Santo,PT,2021-06-03 21:45:19,33.072,-16.3415,64.31,59,20,11.5
415,San Luis,AR,2021-06-03 21:45:20,-33.295,-66.3356,62.28,55,49,9.22
416,Tual,ID,2021-06-03 21:45:20,-5.6667,132.75,81.75,75,64,18.9
417,Aklavik,CA,2021-06-03 21:45:20,68.2191,-135.0107,49.03,76,75,8.05
418,Mudgee,AU,2021-06-03 21:45:21,-32.5943,149.5871,51.85,93,90,13.8
419,Dekar,BW,2021-06-03 21:45:21,-21.5333,21.9333,49.96,55,0,6.35
420,Shubarkuduk,KZ,2021-06-03 21:45:21,49.1447,56.4872,65.86,82,30,10.92
421,Narsaq,GL,2021-06-03 21:45:22,60.9167,-46.05,52.02,70,75,3.91
422,Portland,US,2021-06-03 21:43:19,45.5234,-122.6762,86.14,49,20,1.99
423,Talnakh,RU,2021-06-03 21:45:22,69.4865,88.3972,32.56,99,100,5.08
424,Taylor,US,2021-06-03 21:41:01,32.3001,-99.8337,79.74,63,90,1.99
425,Chuy,UY,2021-06-03 21:43:26,-33.6971,-53.4616,52.16,64,40,7.14
426,Cuamba,MZ,2021-06-03 21:45:22,-14.8031,36.5372,63.01,96,27,3.44
427,Bintulu,MY,2021-06-03 21:45:23,3.1667,113.0333,81.01,94,20,1.01
428,Deputatskiy,RU,2021-06-03 21:45:23,69.3,139.9,61.41,37,100,3.69
429,Renqiu,CN,2021-06-03 21:45:23,38.6989,116.0936,66.65,26,0,10.54
430,Lavrentiya,RU,2021-06-03 21:45:24,65.5833,-171.0,33.12,69,99,5.01
431,Isangel,VU,2021-06-03 21:43:35,-19.55,169.2667,76.37,65,27,12.91
432,Xai-Xai,MZ,2021-06-03 21:45:24,-25.0519,33.6442,64.13,87,94,23.04
433,Santa Cruz De La Palma,ES,2021-06-03 21:45:24,28.6835,-17.7642,68.14,73,90,12.66
434,Niono,ML,2021-06-03 21:45:25,14.2526,-5.993,97.14,21,82,7.87
435,Ust-Nera,RU,2021-06-03 21:45:25,64.5667,143.2,57.2,38,21,4.85
436,Elat,IL,2021-06-03 21:45:25,29.5581,34.9482,80.44,44,0,16.11
437,Kenora,CA,2021-06-03 21:45:25,49.8167,-94.4337,83.37,34,40,5.75
438,Devonport,AU,2021-06-03 21:45:26,-41.1667,146.35,46.09,70,75,14.07
439,Manzhouli,CN,2021-06-03 21:45:26,49.6,117.4333,53.73,68,94,13.49
440,Amga,RU,2021-06-03 21:45:26,60.8953,131.9608,64.81,49,14,1.14
441,General Roca,AR,2021-06-03 21:45:27,-39.0333,-67.5833,75.6,40,60,28.41
442,Pell City,US,2021-06-03 21:45:27,33.5862,-86.2861,82.76,87,40,1.01
443,Kuusamo,FI,2021-06-03 21:45:27,65.9667,29.1833,53.64,71,0,1.14
444,Moratuwa,LK,2021-06-03 21:45:28,6.773,79.8816,80.62,88,100,10.45
445,Wahiawa,US,2021-06-03 21:45:28,21.5028,-158.0236,82.72,55,75,11.5
446,Bluefield,US,2021-06-03 21:45:28,37.2698,-81.2223,71.64,77,1,4.61
447,Angoram,PG,2021-06-03 21:45:29,-4.0625,144.0661,76.73,97,85,1.72
448,Sonoita,MX,2021-06-03 21:45:29,31.85,-112.8333,101.53,10,0,17.25
449,Fatehpur,IN,2021-06-03 21:45:29,25.9333,80.8,91.26,35,58,2.57
450,Ecully,FR,2021-06-03 21:45:29,45.7773,4.7748,71.02,73,0,3.15
451,Nouakchott,MR,2021-06-03 21:45:30,18.0858,-15.9785,76.93,62,5,25.84
452,Broome,US,2021-06-03 21:45:30,42.2506,-75.833,71.42,85,90,1.99
453,Ivanava,BY,2021-06-03 21:45:30,52.1451,25.5365,56.16,78,83,5.5
454,Mastung,PK,2021-06-03 21:45:31,29.7994,66.845,72.99,52,0,5.1
455,San Jose,US,2021-06-03 21:44:48,37.3394,-121.895,94.51,42,1,5.75
456,Biak,ID,2021-06-03 21:45:31,-0.9131,122.8766,76.75,84,100,6.53
457,Xique-Xique,BR,2021-06-03 21:45:31,-10.8218,-42.7263,83.48,45,30,10.78
458,Imperia,IT,2021-06-03 21:45:32,43.9667,7.7833,64.15,54,11,5.03
459,Galashki,RU,2021-06-03 21:45:32,43.1136,44.9894,59.95,90,89,1.25
460,Goundi,TD,2021-06-03 21:45:32,9.3627,17.366,86.02,45,11,6.15
461,Baracoa,CU,2021-06-03 21:45:32,20.3467,-74.4958,80.8,78,87,8.79
462,Bitlis,TR,2021-06-03 21:45:33,38.5,42.25,48.96,42,0,5.64
463,Baherden,TM,2021-06-03 21:45:33,38.4362,57.4316,85.24,37,0,2.19
464,Imbituba,BR,2021-06-03 21:45:33,-28.24,-48.6703,64.29,87,3,4.79
465,Cap Malheureux,MU,2021-06-03 21:45:34,-19.9842,57.6142,74.46,74,25,7.0
466,Denpasar,ID,2021-06-03 21:45:34,-8.65,115.2167,80.26,94,20,5.28
467,Oum Hadjer,TD,2021-06-03 21:45:34,13.2954,19.6966,92.34,30,30,12.64
468,Harper,LR,2021-06-03 21:45:35,4.375,-7.7169,79.68,83,100,6.29
469,Mao,ES,2021-06-03 21:45:35,39.8885,4.2658,68.56,83,0,12.66
470,Tilichiki,RU,2021-06-03 21:45:35,60.4667,166.1,48.72,53,54,15.05
471,Palmer,US,2021-06-03 21:45:35,42.1584,-72.3287,71.62,77,90,4.0
472,Qinhuangdao,CN,2021-06-03 21:45:36,39.9317,119.5883,65.08,40,4,4.52
473,Lincoln,US,2021-06-03 21:41:32,40.8,-96.667,86.07,31,1,10.36
474,Chornukhy,UA,2021-06-03 21:45:36,50.2673,32.942,51.3,90,94,9.8
475,Khandyga,RU,2021-06-03 21:45:36,62.6667,135.6,63.9,30,62,3.22
476,Lafiagi,NG,2021-06-03 21:45:37,8.8667,5.4167,75.85,87,32,3.42
477,Sorland,NO,2021-06-03 21:45:37,67.667,12.6934,53.67,80,6,3.94
478,Kawalu,ID,2021-06-03 21:45:37,-7.3817,108.2082,74.26,94,100,0.76
479,Surin,TH,2021-06-03 21:45:38,14.8818,103.4936,82.38,72,82,5.21
480,Mardin,TR,2021-06-03 21:45:38,37.3131,40.7436,57.31,29,0,1.63
481,Flinders,AU,2021-06-03 21:45:38,-34.5833,150.8552,56.05,83,38,10.47
482,Pundaguitan,PH,2021-06-03 21:45:38,6.3711,126.1689,82.69,77,57,8.34
483,Korla,CN,2021-06-03 21:45:39,41.7597,86.1469,77.74,23,81,3.18
484,Karpathos,GR,2021-06-03 21:45:39,35.507,27.2132,67.03,74,0,15.99
485,Lakatoro,VU,2021-06-03 21:45:39,-16.0999,167.4164,78.19,69,30,6.44
486,Plettenberg Bay,ZA,2021-06-03 21:45:40,-34.0527,23.3716,55.09,66,33,4.29
487,Irtyshskiy,RU,2021-06-03 21:45:40,58.3333,68.1333,40.01,60,51,12.68
488,Awbari,LY,2021-06-03 21:45:40,26.5921,12.7805,92.61,14,33,6.58
489,Namanyere,TZ,2021-06-03 21:45:40,-7.5167,31.05,61.2,77,85,4.68
490,Piacabucu,BR,2021-06-03 21:45:41,-10.4056,-36.4344,76.35,83,31,8.72
491,Comodoro Rivadavia,AR,2021-06-03 21:45:02,-45.8667,-67.5,46.26,87,75,8.05
492,Singkawang,ID,2021-06-03 21:45:41,0.9,109.0,77.23,95,77,3.02
493,Chabahar,IR,2021-06-03 21:45:41,25.2919,60.643,84.4,85,0,12.68
494,Murray Bridge,AU,2021-06-03 21:45:42,-35.1167,139.2667,56.95,83,58,11.41
495,Dondo,MZ,2021-06-03 21:45:42,-19.6094,34.7431,71.11,68,0,5.97
496,Ust-Ishim,RU,2021-06-03 21:45:42,57.6935,71.1665,39.85,93,91,6.67
497,Itoman,JP,2021-06-03 21:45:43,26.1247,127.6694,82.78,94,75,12.66
498,Tandil,AR,2021-06-03 21:45:43,-37.3217,-59.1332,58.3,79,73,3.0
499,Puerto Escondido,MX,2021-06-03 21:45:43,15.85,-97.0667,88.63,62,40,5.75
500,Marshall,US,2021-06-03 21:42:07,34.3834,-86.3333,84.11,68,40,1.01
501,Lumberton,US,2021-06-03 21:41:12,34.6182,-79.0086,75.92,85,100,11.65
502,Saint-Georges,GD,2021-06-03 21:45:44,12.0564,-61.7485,83.88,70,75,20.71
503,Krasnyy Chikoy,RU,2021-06-03 21:45:44,50.3643,108.7512,48.4,93,71,2.64
504,Port-Cartier,CA,2021-06-03 21:45:44,50.0334,-66.8654,59.76,80,100,8.48
505,Sambava,MG,2021-06-03 21:45:44,-14.2667,50.1667,71.15,90,77,7.58
506,Aguimes,ES,2021-06-03 21:45:45,27.9054,-15.4461,65.66,72,40,23.02
507,Mogadishu,SO,2021-06-03 21:45:12,2.0371,45.3438,78.51,85,20,16.55
508,Yatou,CN,2021-06-03 21:45:45,37.15,122.3833,59.41,58,11,8.41
509,Prenzlau,DE,2021-06-03 21:45:45,53.3167,13.8667,64.42,71,100,8.37
510,Xiongzhou,CN,2021-06-03 21:45:46,25.1167,114.3,68.99,98,100,2.86
511,Shimoda,JP,2021-06-03 21:45:46,34.6667,138.95,68.11,96,100,16.44
512,Dalnegorsk,RU,2021-06-03 21:45:46,44.5604,135.5701,49.95,99,100,2.33
513,Zwedru,LR,2021-06-03 21:45:47,6.0667,-8.1281,74.08,96,97,3.67
514,Puro,PH,2021-06-03 21:45:47,12.4841,123.3827,82.18,80,98,4.92
515,San Jeronimo,PE,2021-06-03 21:43:39,-11.9472,-75.2829,57.6,63,73,5.82
516,Nadym,RU,2021-06-03 21:45:47,65.5333,72.5167,35.38,75,100,10.2
517,Huoqiu,CN,2021-06-03 21:45:48,32.3394,116.2694,62.69,71,35,6.4
518,Uige,AO,2021-06-03 21:45:48,-7.6087,15.0613,67.87,70,11,2.91
519,Mount Hagen,PG,2021-06-03 21:45:48,-5.8581,144.2274,62.2,95,99,1.77
520,Tagusao,PH,2021-06-03 21:45:48,9.1924,117.8141,80.2,85,100,4.9
521,Canberra,AU,2021-06-03 21:45:29,-35.2835,149.1281,48.11,97,90,1.14
522,Yar-Sale,RU,2021-06-03 21:45:20,66.8333,70.8333,34.83,72,83,9.01
523,Viedma,AR,2021-06-03 21:45:49,-40.8135,-62.9967,57.51,69,100,10.69
524,Mackay,AU,2021-06-03 21:45:17,-21.15,149.2,65.68,94,37,6.91
525,Namatanai,PG,2021-06-03 21:45:49,-3.6667,152.4333,81.03,79,99,2.62
526,Woodstock,CA,2021-06-03 21:41:57,43.1334,-80.7497,73.42,79,100,10.13
527,Lena,ES,2021-06-03 21:45:50,43.1,-5.7333,46.13,98,100,3.85
528,Ostrovnoy,RU,2021-06-03 21:45:50,68.0531,39.5131,61.57,57,27,17.72
529,Isla Mujeres,MX,2021-06-03 21:45:50,21.2311,-86.731,86.16,74,2,11.34
530,Mayo,US,2021-06-03 21:45:14,38.8876,-76.5119,83.25,81,1,11.01
531,Hwange,ZW,2021-06-03 21:45:51,-18.3693,26.5019,56.91,29,0,6.76
532,Port Antonio,JM,2021-06-03 21:45:51,18.18,-76.4612,84.11,70,61,12.03
533,Alekseyevsk,RU,2021-06-03 21:45:51,57.8406,108.3492,63.61,50,4,3.38
534,Orje,NO,2021-06-03 21:45:52,59.4802,11.6602,59.85,65,19,3.02
535,Mehamn,NO,2021-06-03 21:45:52,71.0357,27.8492,58.91,71,35,17.6
536,Ormond Beach,US,2021-06-03 21:45:52,29.2858,-81.0559,86.18,76,20,11.5
537,Capao Da Canoa,BR,2021-06-03 21:45:52,-29.7456,-50.0097,60.39,86,2,7.11
538,Schmalkalden,DE,2021-06-03 21:45:53,50.7167,10.45,69.33,85,100,3.53
539,Lata,PT,2021-06-03 21:45:53,40.1629,-8.3327,56.05,87,0,4.47
540,Omboue,GA,2021-06-03 21:45:53,-1.5746,9.2618,76.37,91,8,4.63
541,Paita,PE,2021-06-03 21:45:54,-5.0892,-81.1144,77.56,79,2,17.58
542,Temnikov,RU,2021-06-03 21:45:54,54.6302,43.2148,51.26,76,82,11.79
543,Kuching,MY,2021-06-03 21:41:07,1.55,110.3333,79.02,94,20,0.0
544,Wuda,CN,2021-06-03 21:45:54,39.4994,106.7117,60.89,26,0,0.94
545,Oneonta,US,2021-06-03 21:45:55,42.4529,-75.0638,70.32,86,100,11.3
546,Berlevag,NO,2021-06-03 21:45:55,70.8578,29.0864,58.95,44,0,12.66
